investigation_id,transaction_id,fraud_prediction_id,investigation_status,investigation_priority,investigator_name,investigation_notes,investigation_result,created_at,resolved_at
INV001444,TXN073192,FRD073192,Closed,High,Rachana Brahmbhatt,Medium-risk fraudulent transaction flagged for detailed review.,Confirmed Fraud,2026-05-21 03:43:05,2026-05-25 03:43:05
INV001445,TXN073251,FRD073251,Resolved,High,Warda Dugal,Medium-risk fraudulent transaction flagged for detailed review.,Confirmed Fraud,2024-06-14 14:29:14,2024-06-16 14:29:14
INV001446,TXN073278,FRD073278,Closed,High,Imaran Chhabra,Medium-risk fraudulent transaction flagged for detailed review.,Confirmed Fraud,2025-08-31 01:24:49,2025-09-07 01:24:49
INV001447,TXN073293,FRD073293,Closed,Critical,Janya Gole,High-risk fraudulent transaction requires immediate investigation.,Confirmed Fraud,2026-03-31 12:04:12,2026-04-07 12:04:12
INV001448,TXN073370,FRD073370,Resolved,High,Manbir Saini,Medium-risk fraudulent transaction flagged for detailed review.,False Positive,2024-04-29 03:27:53,2024-05-06 03:27:53
INV001449,TXN073430,FRD073430,Resolved,High,Ridhi Agrawal,Medium-risk fraudulent transaction flagged for detailed review.,Confirmed Fraud,2024-02-14 11:08:49,2024-02-15 11:08:49
INV001450,TXN073489,FRD073489,In Progress,High,Alexander Sheth,Medium-risk fraudulent transaction flagged for detailed review.,,2024-05-14 07:45:51,
INV001451,TXN073507,FRD073507,Resolved,High,Dhruv Mutti,Medium-risk fraudulent transaction flagged for detailed review.,Confirmed Fraud,2025-09-05 05:13:04,2025-09-10 05:13:04
INV001452,TXN073519,FRD073519,Closed,Critical,Tarak Sekhon,High-risk fraudulent transaction requires immediate investigation.,Confirmed Fraud,2024-10-16 20:51:49,2024-10-19 20:51:49
INV001453,TXN073522,FRD073522,Closed,High,Gaurav Goyal,Medium-risk fraudulent transaction flagged for detailed review.,Confirmed Fraud,2024-08-27 04:12:21,2024-08-31 04:12:21
INV001454,TXN073532,FRD073532,Open,High,Ati Bath,Medium-risk fraudulent transaction flagged for detailed review.,,2024-02-13 11:04:54,
INV001455,TXN073641,FRD073641,Closed,High,Faris Acharya,Medium-risk fraudulent transaction flagged for detailed review.,Confirmed Fraud,2026-01-14 01:44:11,2026-01-19 01:44:11
INV001456,TXN073645,FRD073645,Closed,High,Naksh Parmar,Medium-risk fraudulent transaction flagged for detailed review.,Confirmed Fraud,2025-07-18 10:02:31,2025-07-25 10:02:31
INV001457,TXN073813,FRD073813,Open,High,Barkha Dash,Medium-risk fraudulent transaction flagged for detailed review.,,2026-01-01 05:42:09,
INV001458,TXN073816,FRD073816,Closed,High,Ishaan Mishra,Medium-risk fraudulent transaction flagged for detailed review.,Confirmed Fraud,2025-10-04 08:29:16,2025-10-08 08:29:16
INV001459,TXN073841,FRD073841,Resolved,Critical,Aditya Murthy,High-risk fraudulent transaction requires immediate investigation.,Confirmed Fraud,2025-10-13 17:14:35,2025-10-18 17:14:35
INV001460,TXN073857,FRD073857,In Progress,High,Ansh Rana,Medium-risk fraudulent transaction flagged for detailed review.,,2024-03-13 21:18:53,
INV001461,TXN073876,FRD073876,Closed,High,William Anand,Medium-risk fraudulent transaction flagged for detailed review.,False Positive,2024-08-03 02:50:53,2024-08-06 02:50:53
INV001462,TXN073888,FRD073888,In Progress,High,Praneel Ramachandran,Medium-risk fraudulent transaction flagged for detailed review.,,2026-03-26 04:34:53,
INV001463,TXN073984,FRD073984,Resolved,High,Imaran Joshi,Medium-risk fraudulent transaction flagged for detailed review.,Confirmed Fraud,2024-04-18 00:18:50,2024-04-21 00:18:50
INV001464,TXN074077,FRD074077,In Progress,High,Zehaan Dugar,Medium-risk fraudulent transaction flagged for detailed review.,,2025-09-11 23:23:09,
INV001465,TXN074158,FRD074158,Closed,High,Ganga Chad,Medium-risk fraudulent transaction flagged for detailed review.,False Positive,2025-12-21 15:36:49,2025-12-24 15:36:49
INV001466,TXN074162,FRD074162,In Progress,High,Zaid Lata,Medium-risk fraudulent transaction flagged for detailed review.,,2024-03-14 10:33:08,
INV001467,TXN074192,FRD074192,In Progress,High,Indira Soni,Medium-risk fraudulent transaction flagged for detailed review.,,2025-06-24 14:55:17,
INV001468,TXN074210,FRD074210,Closed,Critical,Utkarsh Kunda,High-risk fraudulent transaction requires immediate investigation.,Confirmed Fraud,2025-04-27 22:14:13,2025-04-28 22:14:13
INV001469,TXN074330,FRD074330,Closed,Critical,Chatura Bedi,High-risk fraudulent transaction requires immediate investigation.,Confirmed Fraud,2025-11-14 11:09:41,2025-11-20 11:09:41
INV001470,TXN074339,FRD074339,Resolved,Critical,Tanmayi Chauhan,High-risk fraudulent transaction requires immediate investigation.,False Positive,2025-07-26 17:09:39,2025-07-30 17:09:39
INV001471,TXN074409,FRD074409,Open,High,Gaurika Singhal,Medium-risk fraudulent transaction flagged for detailed review.,,2026-01-17 07:38:01,
INV001472,TXN074474,FRD074474,Closed,High,Neha Kanda,Medium-risk fraudulent transaction flagged for detailed review.,Confirmed Fraud,2026-05-31 21:14:20,2026-06-04 21:14:20
INV001473,TXN074552,FRD074552,Resolved,High,Chandani Madan,Medium-risk fraudulent transaction flagged for detailed review.,Confirmed Fraud,2024-10-04 12:28:13,2024-10-07 12:28:13
INV001474,TXN074630,FRD074630,Resolved,High,Odika Sagar,Medium-risk fraudulent transaction flagged for detailed review.,Confirmed Fraud,2025-02-14 03:11:52,2025-02-17 03:11:52
INV001475,TXN074645,FRD074645,Resolved,High,Aachal Kashyap,Medium-risk fraudulent transaction flagged for detailed review.,False Positive,2026-04-11 21:47:52,2026-04-12 21:47:52
INV001476,TXN074721,FRD074721,Closed,High,Girish Khatri,Medium-risk fraudulent transaction flagged for detailed review.,False Positive,2024-07-05 01:52:38,2024-07-07 01:52:38
INV001477,TXN074739,FRD074739,Closed,High,Urvi Chaudhary,Medium-risk fraudulent transaction flagged for detailed review.,False Positive,2026-03-18 15:54:11,2026-03-21 15:54:11
INV001478,TXN074780,FRD074780,Resolved,High,Nidhi Jain,Medium-risk fraudulent transaction flagged for detailed review.,Confirmed Fraud,2024-02-01 21:58:12,2024-02-04 21:58:12
INV001479,TXN074832,FRD074832,Resolved,Critical,Mohammed Khurana,High-risk fraudulent transaction requires immediate investigation.,Confirmed Fraud,2025-02-08 15:55:26,2025-02-13 15:55:26
INV001480,TXN074855,FRD074855,Open,High,Theodore Sami,Medium-risk fraudulent transaction flagged for detailed review.,,2026-03-02 16:42:22,
INV001481,TXN074878,FRD074878,Closed,High,Isha Raghavan,Medium-risk fraudulent transaction flagged for detailed review.,Confirmed Fraud,2025-04-18 21:17:06,2025-04-19 21:17:06
INV001482,TXN075029,FRD075029,Open,High,Bina Basak,Medium-risk fraudulent transaction flagged for detailed review.,,2024-11-20 00:04:46,
INV001483,TXN075134,FRD075134,In Progress,High,Januja Bhattacharyya,Medium-risk fraudulent transaction flagged for detailed review.,,2024-05-27 18:07:09,
INV001484,TXN075159,FRD075159,Resolved,High,Utkarsh Nath,Medium-risk fraudulent transaction flagged for detailed review.,Confirmed Fraud,2025-04-27 22:36:49,2025-05-01 22:36:49
INV001485,TXN075187,FRD075187,In Progress,Critical,Mitali Divan,High-risk fraudulent transaction requires immediate investigation.,,2025-11-07 10:22:16,
INV001486,TXN075222,FRD075222,In Progress,High,Varenya Nagarajan,Medium-risk fraudulent transaction flagged for detailed review.,,2026-06-30 09:30:02,
INV001487,TXN075361,FRD075361,Closed,High,Mitali Dubey,Medium-risk fraudulent transaction flagged for detailed review.,Confirmed Fraud,2025-06-01 06:06:34,2025-06-06 06:06:34
INV001488,TXN075462,FRD075462,Closed,High,Robert Agrawal,Medium-risk fraudulent transaction flagged for detailed review.,Confirmed Fraud,2024-05-10 04:42:20,2024-05-14 04:42:20
INV001489,TXN075469,FRD075469,Open,High,Xiti Gandhi,Medium-risk fraudulent transaction flagged for detailed review.,,2025-04-09 12:39:20,
INV001490,TXN075491,FRD075491,Resolved,High,Rushil Shroff,Medium-risk fraudulent transaction flagged for detailed review.,Confirmed Fraud,2026-03-23 00:32:01,2026-03-25 00:32:01
INV001491,TXN075508,FRD075508,Resolved,Critical,Onkar Kata,High-risk fraudulent transaction requires immediate investigation.,Confirmed Fraud,2026-02-13 10:02:13,2026-02-17 10:02:13
INV001492,TXN075515,FRD075515,Resolved,High,Rachit Sundaram,Medium-risk fraudulent transaction flagged for detailed review.,Confirmed Fraud,2024-10-06 13:03:34,2024-10-11 13:03:34
INV001493,TXN075534,FRD075534,Open,High,Kalpit Lal,Medium-risk fraudulent transaction flagged for detailed review.,,2025-08-16 01:34:53,
INV001494,TXN075633,FRD075633,Open,High,Vedant Bobal,Medium-risk fraudulent transaction flagged for detailed review.,,2026-03-04 14:49:34,
INV001495,TXN075635,FRD075635,Closed,High,Anvi Khatri,Medium-risk fraudulent transaction flagged for detailed review.,False Positive,2024-02-03 20:32:01,2024-02-09 20:32:01
INV001496,TXN075639,FRD075639,In Progress,Critical,Max Pau,High-risk fraudulent transaction requires immediate investigation.,,2024-09-02 20:12:26,
INV001497,TXN075657,FRD075657,In Progress,Critical,Suhani Borra,High-risk fraudulent transaction requires immediate investigation.,,2026-06-20 09:49:54,
INV001498,TXN075672,FRD075672,In Progress,High,Meghana Bahl,Medium-risk fraudulent transaction flagged for detailed review.,,2024-08-22 20:09:35,
INV001499,TXN075706,FRD075706,Open,High,Lavanya Lala,Medium-risk fraudulent transaction flagged for detailed review.,,2024-11-21 21:02:59,
INV001500,TXN075710,FRD075710,Closed,Critical,Amrita Dhar,High-risk fraudulent transaction requires immediate investigation.,Confirmed Fraud,2025-10-19 02:06:11,2025-10-26 02:06:11
INV001501,TXN075732,FRD075732,Open,High,Balendra Mangat,Medium-risk fraudulent transaction flagged for detailed review.,,2024-12-21 17:12:58,
INV001502,TXN075733,FRD075733,Resolved,High,Aahana Kade,Medium-risk fraudulent transaction flagged for detailed review.,False Positive,2025-07-05 23:21:43,2025-07-10 23:21:43
INV001503,TXN075802,FRD075802,Resolved,High,Ridhi Kala,Medium-risk fraudulent transaction flagged for detailed review.,False Positive,2025-11-09 05:56:17,2025-11-13 05:56:17
INV001504,TXN075809,FRD075809,In Progress,High,Frederick Sinha,Medium-risk fraudulent transaction flagged for detailed review.,,2025-06-16 22:59:40,
INV001505,TXN075825,FRD075825,In Progress,High,Chaitaly Choudhury,Medium-risk fraudulent transaction flagged for detailed review.,,2025-05-19 00:23:27,
INV001506,TXN075909,FRD075909,Resolved,Critical,Umang Sathe,High-risk fraudulent transaction requires immediate investigation.,Confirmed Fraud,2025-03-19 13:18:15,2025-03-26 13:18:15
INV001507,TXN076004,FRD076004,Open,Critical,Finn Manda,High-risk fraudulent transaction requires immediate investigation.,,2024-09-09 08:48:00,
INV001508,TXN076104,FRD076104,Open,Critical,Vidhi Dutta,High-risk fraudulent transaction requires immediate investigation.,,2025-04-22 05:11:32,
INV001509,TXN076113,FRD076113,Resolved,High,Naksh Prakash,Medium-risk fraudulent transaction flagged for detailed review.,Confirmed Fraud,2025-03-28 06:12:16,2025-04-03 06:12:16
INV001510,TXN076144,FRD076144,In Progress,High,Aradhana Upadhyay,Medium-risk fraudulent transaction flagged for detailed review.,,2026-02-24 14:29:51,
INV001511,TXN076187,FRD076187,In Progress,High,Kabir Hans,Medium-risk fraudulent transaction flagged for detailed review.,,2026-06-17 19:59:54,
INV001512,TXN076257,FRD076257,Open,High,Advaith Mall,Medium-risk fraudulent transaction flagged for detailed review.,,2024-08-27 08:44:53,
INV001513,TXN076290,FRD076290,In Progress,Critical,Oni Thaker,High-risk fraudulent transaction requires immediate investigation.,,2025-05-09 03:14:19,
INV001514,TXN076454,FRD076454,Open,High,Faqid Thaker,Medium-risk fraudulent transaction flagged for detailed review.,,2024-10-09 05:53:35,
INV001515,TXN076569,FRD076569,Closed,Critical,Daniel Srinivas,High-risk fraudulent transaction requires immediate investigation.,False Positive,2024-01-04 22:57:58,2024-01-08 22:57:58
INV001516,TXN076606,FRD076606,In Progress,High,Christopher Butala,Medium-risk fraudulent transaction flagged for detailed review.,,2025-01-26 03:56:39,
INV001517,TXN076679,FRD076679,Closed,Critical,Vihaan Khanna,High-risk fraudulent transaction requires immediate investigation.,Confirmed Fraud,2025-03-11 17:55:01,2025-03-16 17:55:01
INV001518,TXN076708,FRD076708,Closed,High,Charvi Sethi,Medium-risk fraudulent transaction flagged for detailed review.,Confirmed Fraud,2025-05-28 02:00:20,2025-06-01 02:00:20
INV001519,TXN076788,FRD076788,Resolved,High,Xiti Handa,Medium-risk fraudulent transaction flagged for detailed review.,Confirmed Fraud,2026-06-28 13:31:10,2026-07-04 13:31:10
INV001520,TXN076793,FRD076793,Open,Critical,Tanish Gour,High-risk fraudulent transaction requires immediate investigation.,,2025-03-16 17:51:42,
INV001521,TXN076799,FRD076799,In Progress,Critical,Hemani Devi,High-risk fraudulent transaction requires immediate investigation.,,2024-03-04 02:53:41,
INV001522,TXN076905,FRD076905,Open,High,Ansh Chaudhari,Medium-risk fraudulent transaction flagged for detailed review.,,2026-03-09 07:57:19,
INV001523,TXN076924,FRD076924,Closed,Critical,Vedhika Talwar,High-risk fraudulent transaction requires immediate investigation.,Confirmed Fraud,2024-05-08 21:31:08,2024-05-09 21:31:08
INV001524,TXN076960,FRD076960,Closed,High,Ansh Char,Medium-risk fraudulent transaction flagged for detailed review.,Confirmed Fraud,2024-12-27 13:23:06,2024-12-30 13:23:06
INV001525,TXN077003,FRD077003,Resolved,High,Irya Sankar,Medium-risk fraudulent transaction flagged for detailed review.,Confirmed Fraud,2024-12-21 22:44:43,2024-12-22 22:44:43
INV001526,TXN077015,FRD077015,In Progress,Critical,Madhav Raman,High-risk fraudulent transaction requires immediate investigation.,,2025-01-09 02:35:28,
INV001527,TXN077079,FRD077079,Open,High,Vedhika Arora,Medium-risk fraudulent transaction flagged for detailed review.,,2024-04-23 16:29:20,
INV001528,TXN077146,FRD077146,Open,High,Charita Sankar,Medium-risk fraudulent transaction flagged for detailed review.,,2026-01-18 04:54:47,
INV001529,TXN077241,FRD077241,Closed,Critical,Divya Parmer,High-risk fraudulent transaction requires immediate investigation.,Confirmed Fraud,2024-02-15 12:58:33,2024-02-22 12:58:33
INV001530,TXN077247,FRD077247,Resolved,High,Ikbal Apte,Medium-risk fraudulent transaction flagged for detailed review.,Confirmed Fraud,2026-01-12 12:52:39,2026-01-14 12:52:39
INV001531,TXN077261,FRD077261,In Progress,High,Ekantika Pai,Medium-risk fraudulent transaction flagged for detailed review.,,2024-07-18 14:44:48,
INV001532,TXN077277,FRD077277,Closed,High,Daksh Doshi,Medium-risk fraudulent transaction flagged for detailed review.,Confirmed Fraud,2025-06-28 10:44:48,2025-06-30 10:44:48
INV001533,TXN077387,FRD077387,In Progress,High,Ishani Mandal,Medium-risk fraudulent transaction flagged for detailed review.,,2025-05-09 07:03:21,
INV001534,TXN077504,FRD077504,In Progress,High,Ladli Lala,Medium-risk fraudulent transaction flagged for detailed review.,,2025-05-22 14:42:26,
INV001535,TXN077511,FRD077511,Closed,High,Nihal Bath,Medium-risk fraudulent transaction flagged for detailed review.,Confirmed Fraud,2025-03-15 15:40:58,2025-03-18 15:40:58
INV001536,TXN077515,FRD077515,Resolved,High,Zaitra Sarma,Medium-risk fraudulent transaction flagged for detailed review.,Confirmed Fraud,2025-11-19 00:44:55,2025-11-26 00:44:55
INV001537,TXN077537,FRD077537,Resolved,Critical,Harini Krishnan,High-risk fraudulent transaction requires immediate investigation.,Confirmed Fraud,2024-11-25 14:19:53,2024-12-02 14:19:53
INV001538,TXN077620,FRD077620,Open,High,Madhav Prashad,Medium-risk fraudulent transaction flagged for detailed review.,,2026-05-12 08:16:42,
INV001539,TXN077623,FRD077623,In Progress,High,Bhanumati Sahota,Medium-risk fraudulent transaction flagged for detailed review.,,2025-10-08 04:47:55,
INV001540,TXN077711,FRD077711,Resolved,High,Nicholas Nagy,Medium-risk fraudulent transaction flagged for detailed review.,False Positive,2024-05-21 13:59:20,2024-05-25 13:59:20
INV001541,TXN077756,FRD077756,Closed,Critical,Irya Choudhary,High-risk fraudulent transaction requires immediate investigation.,Confirmed Fraud,2026-06-21 22:09:42,2026-06-25 22:09:42
INV001542,TXN077800,FRD077800,Resolved,Critical,Lakshit Choudhary,High-risk fraudulent transaction requires immediate investigation.,Confirmed Fraud,2026-01-02 04:40:13,2026-01-03 04:40:13
INV001543,TXN077883,FRD077883,Resolved,Critical,Ekantika Nayar,High-risk fraudulent transaction requires immediate investigation.,Confirmed Fraud,2024-04-27 14:52:11,2024-05-03 14:52:11
INV001544,TXN077889,FRD077889,Closed,High,Radha Date,Medium-risk fraudulent transaction flagged for detailed review.,False Positive,2026-02-02 19:51:08,2026-02-06 19:51:08
INV001545,TXN077904,FRD077904,Open,High,Keya Kale,Medium-risk fraudulent transaction flagged for detailed review.,,2025-04-18 11:00:53,
INV001546,TXN077921,FRD077921,In Progress,High,Amruta Sabharwal,Medium-risk fraudulent transaction flagged for detailed review.,,2026-01-09 19:32:43,
INV001547,TXN077961,FRD077961,In Progress,High,Chakradhar Keer,Medium-risk fraudulent transaction flagged for detailed review.,,2024-12-25 17:30:44,
INV001548,TXN077995,FRD077995,Closed,High,Odika Barman,Medium-risk fraudulent transaction flagged for detailed review.,Confirmed Fraud,2025-10-26 03:11:11,2025-10-27 03:11:11
INV001549,TXN078074,FRD078074,Closed,High,Thomas Tandon,Medium-risk fraudulent transaction flagged for detailed review.,False Positive,2024-07-11 05:59:33,2024-07-13 05:59:33
INV001550,TXN078076,FRD078076,Closed,High,Mohammed Bhardwaj,Medium-risk fraudulent transaction flagged for detailed review.,Confirmed Fraud,2026-01-06 21:26:13,2026-01-13 21:26:13
INV001551,TXN078082,FRD078082,In Progress,Critical,Abhimanyu Tripathi,High-risk fraudulent transaction requires immediate investigation.,,2024-01-26 00:23:54,
INV001552,TXN078182,FRD078182,Closed,High,Tanveer Malhotra,Medium-risk fraudulent transaction flagged for detailed review.,Confirmed Fraud,2024-12-25 00:41:12,2024-12-29 00:41:12
INV001553,TXN078370,FRD078370,Closed,High,Nachiket Natt,Medium-risk fraudulent transaction flagged for detailed review.,Confirmed Fraud,2024-05-24 01:19:08,2024-05-26 01:19:08
INV001554,TXN078389,FRD078389,Open,High,Alka Sem,Medium-risk fraudulent transaction flagged for detailed review.,,2026-04-19 08:52:39,
INV001555,TXN078400,FRD078400,Resolved,High,Vincent Mangat,Medium-risk fraudulent transaction flagged for detailed review.,Confirmed Fraud,2025-04-12 23:01:54,2025-04-14 23:01:54
INV001556,TXN078420,FRD078420,Closed,High,Ishaan Singhal,Medium-risk fraudulent transaction flagged for detailed review.,False Positive,2024-05-06 08:34:07,2024-05-12 08:34:07
INV001557,TXN078444,FRD078444,Closed,Critical,Charita Sami,High-risk fraudulent transaction requires immediate investigation.,False Positive,2024-03-08 11:53:46,2024-03-14 11:53:46
INV001558,TXN078566,FRD078566,In Progress,Critical,Vincent Shroff,High-risk fraudulent transaction requires immediate investigation.,,2025-05-07 19:23:50,
INV001559,TXN078664,FRD078664,Open,Critical,Rehaan Mallick,High-risk fraudulent transaction requires immediate investigation.,,2025-07-02 01:06:29,
INV001560,TXN078736,FRD078736,Resolved,Critical,Gauri Vig,High-risk fraudulent transaction requires immediate investigation.,Confirmed Fraud,2024-02-04 17:14:29,2024-02-09 17:14:29
INV001561,TXN078786,FRD078786,Closed,Critical,Sara Maharaj,High-risk fraudulent transaction requires immediate investigation.,False Positive,2024-05-05 03:52:34,2024-05-07 03:52:34
INV001562,TXN078847,FRD078847,Closed,Critical,Wakeeta Kuruvilla,High-risk fraudulent transaction requires immediate investigation.,False Positive,2025-08-11 03:26:38,2025-08-18 03:26:38
INV001563,TXN078876,FRD078876,Resolved,High,Tara Shankar,Medium-risk fraudulent transaction flagged for detailed review.,Confirmed Fraud,2025-08-26 00:31:53,2025-09-01 00:31:53
INV001564,TXN078882,FRD078882,Closed,High,Utkarsh Pillay,Medium-risk fraudulent transaction flagged for detailed review.,Confirmed Fraud,2026-05-29 22:13:02,2026-06-02 22:13:02
INV001565,TXN078931,FRD078931,Resolved,High,Dayamai Kadakia,Medium-risk fraudulent transaction flagged for detailed review.,Confirmed Fraud,2024-06-14 18:44:34,2024-06-15 18:44:34
INV001566,TXN078974,FRD078974,In Progress,High,Samesh Trivedi,Medium-risk fraudulent transaction flagged for detailed review.,,2024-01-29 16:41:34,
INV001567,TXN078982,FRD078982,Resolved,High,Yatan Prakash,Medium-risk fraudulent transaction flagged for detailed review.,Confirmed Fraud,2026-01-15 12:00:13,2026-01-21 12:00:13
INV001568,TXN079053,FRD079053,Closed,High,Ekaraj Yohannan,Medium-risk fraudulent transaction flagged for detailed review.,Confirmed Fraud,2024-01-14 02:44:38,2024-01-17 02:44:38
INV001569,TXN079118,FRD079118,Closed,High,Bhavna Varghese,Medium-risk fraudulent transaction flagged for detailed review.,False Positive,2024-03-30 03:20:04,2024-04-06 03:20:04
INV001570,TXN079130,FRD079130,Resolved,Critical,Lavanya Chacko,High-risk fraudulent transaction requires immediate investigation.,False Positive,2026-04-25 02:59:34,2026-04-28 02:59:34
INV001571,TXN079176,FRD079176,Open,Critical,Aahana Soman,High-risk fraudulent transaction requires immediate investigation.,,2026-05-01 23:46:13,
INV001572,TXN079347,FRD079347,Resolved,Critical,Aarna Keer,High-risk fraudulent transaction requires immediate investigation.,Confirmed Fraud,2024-12-02 04:13:10,2024-12-04 04:13:10
INV001573,TXN079355,FRD079355,Open,Critical,Amol Muni,High-risk fraudulent transaction requires immediate investigation.,,2026-01-08 11:32:14,
INV001574,TXN079414,FRD079414,Open,Critical,Dipta Chaudhary,High-risk fraudulent transaction requires immediate investigation.,,2024-01-24 05:31:22,
INV001575,TXN079455,FRD079455,Resolved,Critical,Aayush Bhardwaj,High-risk fraudulent transaction requires immediate investigation.,Confirmed Fraud,2025-11-10 03:24:18,2025-11-15 03:24:18
INV001576,TXN079468,FRD079468,In Progress,High,Dominic Balan,Medium-risk fraudulent transaction flagged for detailed review.,,2024-03-27 07:27:54,
INV001577,TXN079502,FRD079502,Resolved,Critical,Imaran Manne,High-risk fraudulent transaction requires immediate investigation.,False Positive,2024-10-19 03:00:27,2024-10-23 03:00:27
INV001578,TXN079540,FRD079540,In Progress,High,Warjas Bahl,Medium-risk fraudulent transaction flagged for detailed review.,,2025-12-20 20:04:41,
INV001579,TXN079562,FRD079562,Open,Critical,Ranveer Murthy,High-risk fraudulent transaction requires immediate investigation.,,2024-11-09 04:24:06,
INV001580,TXN079573,FRD079573,Open,Critical,Vanya Barman,High-risk fraudulent transaction requires immediate investigation.,,2025-11-28 01:39:47,
INV001581,TXN079628,FRD079628,Resolved,High,Udarsh Nadkarni,Medium-risk fraudulent transaction flagged for detailed review.,Confirmed Fraud,2024-08-12 20:03:44,2024-08-15 20:03:44
INV001582,TXN079684,FRD079684,In Progress,High,Jeet Pingle,Medium-risk fraudulent transaction flagged for detailed review.,,2025-11-15 04:44:00,
INV001583,TXN079753,FRD079753,Resolved,High,Daniel Gola,Medium-risk fraudulent transaction flagged for detailed review.,Confirmed Fraud,2025-01-24 08:08:07,2025-01-25 08:08:07
INV001584,TXN079792,FRD079792,Resolved,High,Isaac Verma,Medium-risk fraudulent transaction flagged for detailed review.,Confirmed Fraud,2024-12-30 20:24:38,2025-01-03 20:24:38
INV001585,TXN079874,FRD079874,Open,High,Dayita Choudhary,Medium-risk fraudulent transaction flagged for detailed review.,,2024-03-21 01:37:30,
INV001586,TXN079883,FRD079883,Resolved,High,Tanish Krishna,Medium-risk fraudulent transaction flagged for detailed review.,False Positive,2025-07-12 03:10:37,2025-07-19 03:10:37
INV001587,TXN079946,FRD079946,Resolved,Critical,Vasatika Lala,High-risk fraudulent transaction requires immediate investigation.,False Positive,2024-02-20 16:05:07,2024-02-22 16:05:07
INV001588,TXN079998,FRD079998,Resolved,High,Damyanti Dara,Medium-risk fraudulent transaction flagged for detailed review.,Confirmed Fraud,2026-01-11 03:10:25,2026-01-18 03:10:25
INV001589,TXN080032,FRD080032,Open,High,Kevin Sagar,Medium-risk fraudulent transaction flagged for detailed review.,,2024-01-17 10:54:56,
INV001590,TXN080131,FRD080131,Resolved,Critical,Finn Basu,High-risk fraudulent transaction requires immediate investigation.,False Positive,2024-06-15 01:19:05,2024-06-18 01:19:05
INV001591,TXN080192,FRD080192,Open,High,Bhavika Kunda,Medium-risk fraudulent transaction flagged for detailed review.,,2024-04-01 09:35:52,
INV001592,TXN080246,FRD080246,In Progress,High,Radha Bhavsar,Medium-risk fraudulent transaction flagged for detailed review.,,2025-08-10 15:46:03,
INV001593,TXN080348,FRD080348,Open,Critical,Xavier Kadakia,High-risk fraudulent transaction requires immediate investigation.,,2024-04-23 15:46:36,
INV001594,TXN080431,FRD080431,Resolved,Critical,Yatin De,High-risk fraudulent transaction requires immediate investigation.,Confirmed Fraud,2025-05-10 15:23:24,2025-05-13 15:23:24
INV001595,TXN080519,FRD080519,Resolved,Critical,Hemal Sant,High-risk fraudulent transaction requires immediate investigation.,Confirmed Fraud,2026-06-06 11:31:59,2026-06-09 11:31:59
INV001596,TXN080541,FRD080541,In Progress,Critical,Anita Sankar,High-risk fraudulent transaction requires immediate investigation.,,2024-03-21 07:45:50,
INV001597,TXN080580,FRD080580,In Progress,High,Nidra Devi,Medium-risk fraudulent transaction flagged for detailed review.,,2024-07-05 23:34:38,
INV001598,TXN080587,FRD080587,Closed,High,Abhimanyu Chopra,Medium-risk fraudulent transaction flagged for detailed review.,Confirmed Fraud,2026-03-14 20:57:09,2026-03-21 20:57:09
INV001599,TXN080612,FRD080612,Resolved,High,Jai Dasgupta,Medium-risk fraudulent transaction flagged for detailed review.,Confirmed Fraud,2024-01-06 13:17:09,2024-01-12 13:17:09
INV001600,TXN080700,FRD080700,Closed,Critical,Arjun Banerjee,High-risk fraudulent transaction requires immediate investigation.,Confirmed Fraud,2024-08-24 17:51:17,2024-08-29 17:51:17
INV001601,TXN080739,FRD080739,Closed,High,Kevin Dugar,Medium-risk fraudulent transaction flagged for detailed review.,Confirmed Fraud,2026-01-19 03:50:52,2026-01-21 03:50:52
INV001602,TXN080826,FRD080826,Closed,High,Yutika Kade,Medium-risk fraudulent transaction flagged for detailed review.,Confirmed Fraud,2025-02-14 07:58:16,2025-02-17 07:58:16
INV001603,TXN080841,FRD080841,Resolved,High,Yochana Batta,Medium-risk fraudulent transaction flagged for detailed review.,Confirmed Fraud,2024-06-15 16:41:11,2024-06-19 16:41:11
INV001604,TXN080990,FRD080990,Resolved,Critical,Ishwar Sidhu,High-risk fraudulent transaction requires immediate investigation.,Confirmed Fraud,2026-04-09 21:20:16,2026-04-13 21:20:16
INV001605,TXN081021,FRD081021,Resolved,High,Sneha Memon,Medium-risk fraudulent transaction flagged for detailed review.,Confirmed Fraud,2025-06-15 18:54:40,2025-06-18 18:54:40
INV001606,TXN081156,FRD081156,In Progress,High,Kamala Nagi,Medium-risk fraudulent transaction flagged for detailed review.,,2025-03-25 15:58:20,
INV001607,TXN081217,FRD081217,Closed,High,Yagnesh Keer,Medium-risk fraudulent transaction flagged for detailed review.,False Positive,2025-12-28 23:37:43,2026-01-01 23:37:43
INV001608,TXN081221,FRD081221,In Progress,Critical,Saksham Sharma,High-risk fraudulent transaction requires immediate investigation.,,2024-11-25 03:01:03,
INV001609,TXN081283,FRD081283,Resolved,High,Sara Saini,Medium-risk fraudulent transaction flagged for detailed review.,Confirmed Fraud,2025-09-24 13:51:18,2025-09-28 13:51:18
INV001610,TXN081365,FRD081365,In Progress,High,Krishna Gokhale,Medium-risk fraudulent transaction flagged for detailed review.,,2024-02-26 14:21:33,
